FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,geometry
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6673,Savanes,Tône,Tône 1,Toaga,Tamontchare,Barrage de Tamontchare,Retenue d'eau,"{elevage,irrigation}","MULTIPOLYGON (((0.2514687026387755 10.874804006660648, 0.251525788630418 10.874950627252854, 0.2518353703543258 10.87525680531592, 0.2520198020196324 10.875284835686273, 0.2521208003125385 10.875222306394953, 0.2522876670573399 10.874816943774622, 0.2522876670573399 10.874816943774622, 0.2521449520782334 10.874562513763406, 0.2519407598773581 10.874512921447806, 0.2514599201785227 10.874793225731903, 0.2514687026387755 10.874804006660648)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6674,Savanes,Tône,Tône 1,Toaga,Sidiki1,N/a,Mare naturelle,{elevage},"MULTIPOLYGON (((0.2721503723943598 10.83191172147222, 0.2727844921471122 10.832499398836395, 0.2725141464218007 10.832835213955219, 0.2716713038664184 10.833323316654042, 0.2716394984869699 10.833212029308738, 0.2715858269091508 10.83308317022566, 0.2714029459773226 10.832569685752896, 0.2713532500719344 10.832282680739993, 0.2713671649254431 10.831907816635383, 0.2713035541665463 10.831800433602279, 0.271442702701633 10.831665716651745, 0.2718124402377206 10.831671573911729, 0.2720032725144109 10.831747718281028, 0.2721006764889716 10.831845339238988, 0.2721503723943598 10.83191172147222)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6675,Savanes,Tône,Tône 1,Dapaong,Dalwag,Nsp,Barrage paysan,{autre},"MULTIPOLYGON (((0.1683116938751448 10.816352545703632, 0.1683193532493127 10.816412732062922, 0.168339778247094 10.816474172292242, 0.168320629811674 10.816573228961978, 0.1683691391814044 10.81671742532147, 0.1683461610589006 10.816783881011633, 0.1682721204419435 10.816849082806534, 0.1682440360699942 10.816924315629192, 0.168215951698045 10.816939362191457, 0.1682376532581876 10.816969455313728, 0.168223611072213 10.81716506053486, 0.1682299938840197 10.817277909642856, 0.1682019095120705 10.817321795395609, 0.1681572298294241 10.817321795395609, 0.1680474454663499 10.817380727682059, 0.1680270204685687 10.81748605344176, 0.1679900001600902 10.817532446919413, 0.1679963829718969 10.817741844418432, 0.1680602110899632 10.817931179755734, 0.1681253157703909 10.818026474317353, 0.1681419110810882 10.818118007223028, 0.1681074438973323 10.818171923853017, 0.1680423392169045 10.81823085597238, 0.1680257439062072 10.818393859646468, 0.168071700151215 10.818435237488096, 0.1680946782737189 10.818462822712673, 0.168064040777047 10.818490407934718, 0.1680053189084259 10.818684758290804, 0.1679708517246701 10.818880362392951, 0.1680257439062072 10.818899170472971, 0.167993829847174 10.81899822634161, 0.1679146829807718 10.819101043790893, 0.1679900001600901 10.819190068627034, 0.1679580861010569 10.819348056299328, 0.1679121298560492 10.819662777525393, 0.1681368048316429 10.82016683234654, 0.1681074438973323 10.820378735737222, 0.1680882954619124 10.820489075905014, 0.1681610595165081 10.820687186558905, 0.1682190154477123 10.820732253395326, 0.1681342517069201 10.820782407962934, 0.168147527955478 10.820876698527329, 0.1682231004472686 10.820973998333958, 0.1682486316944951 10.82103217758469, 0.1682179941978232 10.821033180675121, 0.1681189329585842 10.821108412447868, 0.1682077816989326 10.821207718358982, 0.1683670966816263 10.821403320814955, 0.1684630941711981 10.821567827397057, 0.1684385841738606 10.821692210362611, 0.1684630941711981 10.821996145940314, 0.1684794341694231 10.822184726275829, 0.1684559454219746 10.822412426841973, 0.1687500653900245 10.822984185210265, 0.1687214703931307 10.823412501729436, 0.1688092978835901 10.823587038027743, 0.168839935380262 10.82380169747363, 0.1689012103736057 10.823854860770584, 0.1689420603691682 10.823833796069147, 0.1689726978658401 10.82378163584969, 0.169054397856965 10.82391905794679, 0.1692035003407681 10.82405146457928, 0.169284179082004 10.824173840354252, 0.169416941567582 10.824208948149321, 0.1695782990500538 10.82431828382762, 0.1697988890260912 10.824512881174716, 0.1697896977770897 10.824578081288516, 0.1697437415320819 10.824597139780645, 0.1699673952577866 10.824722524567035, 0.169959225258674 10.824751613829982, 0.1699959902546802 10.824879004706856, 0.170089945244474 10.824936180122176, 0.1701348802395927 10.825052537074049, 0.1703054289710661 10.825121749377438, 0.170467807703427 10.825117737070428, 0.1702768339741724 10.825425681476986, 0.1701971764828256 10.825426684552713, 0.1701604114868194 10.825410635340697, 0.1700429677495773 10.82574365631385, 0.1698693552684367 10.825829920722441, 0.1697314865334134 10.8260485908562, 0.169710040285743 10.826170965815539, 0.1695905540487228 10.826331457489726, 0.1696068940469478 10.826724661728152, 0.1697955026303886 10.828400974377105, 0.1697955026303886 10.828400974377105, 0.1704170446271012 10.829158271488064, 0.1711566009269872 10.829235546595811, 0.1712982180907951 10.829861474233814, 0.1711880714078334 10.83054922037718, 0.170173148400543 10.831445606238253, 0.1695044006825611 10.831638792494799, 0.1692132987347336 10.831824251183836, 0.1692447692155798 10.833014275038638, 0.1695280035431958 10.834729755648638, 0.1692683720762145 10.836012495987735, 0.1691660930134643 10.83676977384842, 0.1685445510167516 10.838060232727205, 0.1689930053688101 10.839350686041625, 0.1674544600604723 10.842573975805934, 0.1667672191148969 10.844353442531173, 0.1666047803459427 10.847728264136489, 0.1666047803459427 10.847728264136489, 0.16667975208546 10.850182655925115, 0.1671170872326443 10.85090669765373, 0.1665547991862645 10.851863902670797, 0.1661049687491606 10.852992909776315, 0.1673170118713572 10.854330532239839, 0.1675294317999895 10.856735783256745, 0.167267030711679 10.857557981969476, 0.167267030711679 10.8580488457938, 0.1666047803459428 10.857067117338566, 0.1661424546189194 10.856097657323048, 0.164480581059619 10.85553316016864, 0.164118217651952 10.85512819416173, 0.164230675261228 10.85390102109224, 0.1633560049668594 10.853410150453335, 0.1629936415591924 10.852232057630346, 0.162056494815226 10.851704368714165, 0.1615941690882026 10.851385300545441, 0.1618440748865936 10.85067353186478, 0.161581673798283 10.84999857723993, 0.1623688770632148 10.849176357728883, 0.1630811085886292 10.848980006466373, 0.1631435850382269 10.847580999988446, 0.1626562687313644 10.846071538289356, 0.1632060614878247 10.845126586843769, 0.1639057977233196 10.840021342986592, 0.1637183683745263 10.838781835541715, 0.1625937922817666 10.838364574454701, 0.1624438488027321 10.837480960820569, 0.1635809201854112 10.836437802478041, 0.1649554020765619 10.833701028605779, 0.1651678220051943 10.830632866718634, 0.1645930386688949 10.829368774877667, 0.1647679727277686 10.826644209274265, 0.1649179162068032 10.825625559013602, 0.1638433212737218 10.823318242003257, 0.1637683495342044 10.82196820785502, 0.163530939025733 10.817292133485829, 0.1636933777946872 10.816739836422006, 0.1696036499266351 10.815892978948552, 0.1683666162245995 10.81638391110855, 0.1683116938751448 10.816352545703632)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6676,Savanes,Tône,Tône 1,Toaga,Toag Bagou,Nsp,Barrage paysan,{autre},"MULTIPOLYGON (((0.243944100011186 10.883388035265385, 0.2434448110005956 10.882909023765297, 0.2436748981022502 10.882787011279031, 0.2441557801447081 10.883261504000572, 0.243944100011186 10.883388035265385)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6677,Savanes,Tône,Tône 1,Toaga,Toaga,Barrage de Toaga,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((0.2580816666666666 10.875691666666667, 0.25778 10.875729999999999, 0.2576116666666667 10.875743333333332, 0.2574933333333334 10.875738333333334, 0.2573833333333334 10.87574, 0.25729 10.875744999999998, 0.2572 10.875744999999998, 0.257145 10.875741666666666, 0.257105 10.875723333333333, 0.2570633333333333 10.875714999999998, 0.2570366666666667 10.875708333333334, 0.256995 10.875669999999998, 0.2569683333333334 10.875643333333334, 0.2569233333333333 10.875606666666666, 0.2568883333333333 10.875573333333334, 0.2568533333333333 10.875528333333333, 0.256825 10.875473333333332, 0.2567983333333334 10.875431666666667, 0.2567583333333333 10.875399999999997, 0.25673 10.875376666666666, 0.2566933333333333 10.875346666666667, 0.256625 10.875293333333332, 0.2566766666666667 10.875156666666665, 0.25674 10.87515, 0.256855 10.875136666666666, 0.256925 10.875139999999998, 0.2569516666666666 10.875105, 0.256985 10.875073333333335, 0.2570083333333333 10.875011666666667, 0.2570316666666667 10.874936666666667, 0.2570483333333333 10.874886666666665, 0.2570716666666667 10.874863333333334, 0.2570916666666667 10.8748, 0.25722 10.874740000000001, 0.2573066666666667 10.874785000000001, 0.25735 10.874803333333334, 0.257395 10.874848333333334, 0.25756 10.874946666666665, 0.2576416666666667 10.875008333333335, 0.2578283333333333 10.874973333333333, 0.2578966666666667 10.875068333333335, 0.2579583333333334 10.875094999999998, 0.2580283333333334 10.875371666666668, 0.25804 10.87547, 0.2580816666666666 10.875691666666667)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6678,Savanes,Tône,Tône 1,Toaga,Toaga,Barrage de Toaga,Retenue d'eau,{autre},"MULTIPOLYGON (((0.2565016666666667 10.880616666666667, 0.2561962042105355 10.880665338435016, 0.2560943833918251 10.88069033601688, 0.2560943833918251 10.88069033601688, 0.2559480159649289 10.880734081780101, 0.2559480159649289 10.880734081780101, 0.2557825571345245 10.880796575716417, 0.2555980069006119 10.880827822679667, 0.2555980069006119 10.880827822679667, 0.2554834584795628 10.88087156842271, 0.255375273859683 10.88084657085604, 0.2552798168421419 10.880802825109331, 0.2551716322222621 10.880746580568411, 0.2550825390058906 10.880659089039222, 0.2549361715789943 10.880527851697282, 0.2548598059649615 10.880371616691068, 0.2548279869591145 10.880259127435886, 0.2548152593567757 10.880115391103603, 0.2547898041520981 10.87993415823802, 0.2548216231579451 10.879609188685889, 0.2548534421637921 10.879477950881725, 0.2548725335673003 10.879334214172772, 0.2548852611696392 10.879190477394522, 0.2548598059649616 10.87907173826456, 0.2548470783626228 10.878915502495191, 0.2548279869591146 10.878728019463871, 0.2548407145614534 10.878559284634875, 0.2549043525731474 10.878471792463728, 0.2551016304093988 10.878296808044398, 0.2553370910526666 10.87817181911057, 0.2556107345029508 10.878096825725123, 0.2559671073684372 10.878009333418259, 0.2562407508187213 10.877996834515184, 0.2563489354386012 10.878165569662501, 0.2564762114619892 10.878734268900144, 0.2564953028654974 10.879052989976557, 0.2565271218713444 10.879521696822865, 0.256584396081869 10.880115391103603, 0.2566862169005793 10.88056534808659, 0.2565016666666667 10.880616666666667)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6679,Savanes,Tône,Tône 1,Toaga,Toag Bagou,Nsp,Barrage paysan,{autre},"MULTIPOLYGON (((0.2429848788564375 10.882442140661468, 0.2426903430464198 10.882349703422186, 0.2423381146550584 10.882132028519663, 0.2424049165913511 10.881908389755603, 0.2426569420782735 10.881818934202988, 0.2428786030486992 10.881962063074281, 0.2430456078894309 10.882051518583934, 0.2431458107938698 10.88221552028189, 0.2430972275674752 10.88239443112219, 0.2430030975663355 10.882436176969476, 0.2429848788564375 10.882442140661468)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_667a,Savanes,Tône,Tône 1,Toaga,Namongou,Barrage de Namongou,Barrage paysan,"{irrigation,elevage}","MULTIPOLYGON (((0.2392033320060863 10.915582260721184, 0.2389692928749485 10.91504820701966, 0.2389846757286383 10.914960816322562, 0.2391615785460712 10.914836743066482, 0.2392529370007525 10.914877823953772, 0.2393185228471761 10.914931287577526, 0.2393964833816042 10.914937362988706, 0.2395152803864469 10.914941008235353, 0.2395672540760656 10.914877823953773, 0.2396613017048994 10.914859597716207, 0.2397640116153364 10.914863242963808, 0.2397739113657399 10.914898480355, 0.2398555843065694 10.91488875969578, 0.2398988957145849 10.914954374139356, 0.2399719063738112 10.914992041683748, 0.2399100329337889 10.915119625266382, 0.2399100329337889 10.915184024577757, 0.2399298324345961 10.915235057984406, 0.2399929433434188 10.915277585816586, 0.2399063205273876 10.915263004846238, 0.2398357848057622 10.915331049368401, 0.239785048584944 10.9153577811407, 0.2397256500825226 10.915389373232138, 0.2396699639865025 10.915475643926257, 0.2395722039512674 10.91552424712318, 0.2394806312600344 10.915567989993608, 0.239421232757613 10.915586216187714, 0.2393222352535774 10.91559593682412, 0.23921828787434 10.915580140789801, 0.2392033320060863 10.915582260721184)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_667b,Savanes,Tône,Tône 1,Toaga,Toag Baogou,Barrage de Toag Baogou,Mare artificielle,"{elevage,irrigation}","MULTIPOLYGON (((0.2365776595031853 10.878544873274924, 0.2360468202618478 10.878102374304728, 0.2364233457702384 10.877584104127866, 0.2366764202922714 10.877396193080976, 0.237253553653493 10.877311329988723, 0.2376547693591551 10.877462871207946, 0.2377658752468769 10.877593196594878, 0.23761156151393 10.877775045876792, 0.2368091301026058 10.878444856441853, 0.236549883031255 10.878553965712637, 0.2365776595031853 10.878544873274924)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_667c,Savanes,Tône,Tône 1,Toaga,Nambonga,Barrage de Nambonga,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((0.2686228038020904 10.885630490504049, 0.2688850003360182 10.885678171721953, 0.2690258095857201 10.885659099235703, 0.2690258095857201 10.885659099235703, 0.2690258095857201 10.885659099235703, 0.2692054627663743 10.885563736786155, 0.2692831506282788 10.885434997430844, 0.2693851159470285 10.885210895457423, 0.2693705494729214 10.884991561447874, 0.2692977171023859 10.88479606795545, 0.2691714743267911 10.884495675265905, 0.2690209540943511 10.884252500009703, 0.2688218789482207 10.884033165294671, 0.2686033818366143 10.883851975625696, 0.2682829194062582 10.88366601769298, 0.2679187575535807 10.883527741206246, 0.2676662720023911 10.883475291487597, 0.2675545957009033 10.883489595957235, 0.2674866188217369 10.883589727225477, 0.2674137864512014 10.883704162919408, 0.2673749425202492 10.883813830418191, 0.2672875436756066 10.88395687492116, 0.2672195667964402 10.884099919355466, 0.2670933240208454 10.884366935449107, 0.2671127459863215 10.884462298281708, 0.267195289339595 10.884562429223086, 0.2672826881842376 10.884676864543463, 0.2673603760461422 10.884781763548533, 0.267491474313106 10.884886662516672, 0.2676711274937602 10.885039242768038, 0.2678702026398905 10.885172750423887, 0.268239219983937 10.885334866782705, 0.2685305494660789 10.885530359921605, 0.2686228038020904 10.885630490504049)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_667d,Savanes,Tône,Tône 2,Nanergou,Nanergou,N/a,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((0.1557297719438691 10.905739152946923, 0.1562431678668859 10.905911360501003, 0.1562431678668859 10.905911360501003, 0.1562502394360735 10.906048848718552, 0.1561724521750103 10.906115509649636, 0.1560564784403343 10.906153006416805, 0.1559518192163584 10.906112732111138, 0.1558499886200575 10.906216889787007, 0.1557509866514317 10.906309937279934, 0.1556647135073434 10.906252997772796, 0.1555954121293054 10.90619328071701, 0.1554525664317166 10.906004408089531, 0.1554893385914919 10.905858587228897, 0.1555657115387175 10.905811369030133, 0.1557297719438691 10.905739152946923)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_667e,Savanes,Tône,Tône 2,Nanergou,Yobtongue,N/a,Retenue d'eau,"{irrigation,elevage}","MULTIPOLYGON (((0.1527198859414916 10.918928575259583, 0.1534215260831001 10.918900455348838, 0.1540286595933899 10.918374612527488, 0.1541833068082751 10.918194644717046, 0.1539398806366966 10.91766598864326, 0.1533556578249083 10.91754507249417, 0.1529346737399432 10.917806588754727, 0.1520526118476353 10.91813840475392, 0.1527198859414916 10.918928575259583)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_667f,Savanes,Tône,Tône 2,Nanergou,Yobtongue,N/a,Bassins de retentions d eau,"{irrigation,elevage}","MULTIPOLYGON (((0.1563425536126961 10.919627281816307, 0.1566240801887997 10.919350852465971, 0.1567990469398662 10.9186521489388, 0.1567990469398662 10.9186521489388, 0.1567990469398662 10.9186521489388, 0.156526212003782 10.918602664990978, 0.156211669816322 10.918657267967419, 0.1560292005915524 10.918705045563566, 0.155737249831921 10.918624847451369, 0.1556764267569978 10.918855203672853, 0.1559336214738159 10.919309090223464, 0.1563425536126961 10.919627281816307)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6680,Savanes,Tône,Tône 2,Nanergou,Naboulpiongue,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.1399784368057651 10.938971712076462, 0.140525318522966 10.938748829244275, 0.1421659636745689 10.936540253941438, 0.141061881717201 10.934858483733104, 0.1389362659861935 10.93531438623793, 0.138482250975687 10.936428811632352, 0.1388124437106008 10.937826903021982, 0.1399784368057651 10.938971712076462)))"
